Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
71,369,16.00,126.00,100.00,123.00,10,3-6-0,0,9
72,1816,16.00,118.00,30.00,124.00,10,3-6-0,0,9
73,3947,16.00,105.00,90.00,195.00,4,6-3-0,0,9
74,20,16.00,103.00,40.00,116.00,12,2-7-0,0,9
75,4206,16.00,101.00,60.00,135.00,10,3-6-0,0,9
76,2638,16.00,94.00,80.00,126.00,12,2-7-0,0,9
77,3335,16.00,93.00,30.00,106.00,10,3-6-0,0,9
78,4356,16.00,89.00,90.00,82.00,10,3-6-0,0,9
79,3410,16.00,89.00,70.00,85.00,10,3-6-0,0,9
80,3999,16.00,80.00,70.00,123.00,10,3-6-0,0,9
81,1647,15.00,175.00,30.00,164.00,8,3-5-1,0,9
82,144,15.00,101.00,20.00,141.00,8,3-5-1,0,9
83,2809,15.00,96.00,100.00,98.00,10,2-6-1,0,9
84,3968,14.00,147.00,70.00,205.00,6,4-5-0,0,9
85,236,14.00,132.00,40.00,155.00,6,4-5-0,0,9
86,1306,14.00,124.00,70.00,155.00,10,2-7-0,0,9
87,3476,14.00,123.00,60.00,162.00,4,5-4-0,0,9
88,1642,14.00,118.00,40.00,87.00,8,3-6-0,0,9
89,100,14.00,115.00,70.00,117.00,10,2-7-0,0,9
90,2410,14.00,98.00,60.00,118.00,8,3-6-0,0,9
91,4300,14.00,88.00,20.00,151.00,6,4-5-0,0,9
92,3634,14.00,70.00,40.00,151.00,10,2-7-0,0,9
93,1058,14.00,50.00,40.00,95.00,8,3-6-0,0,9
94,3081,12.00,105.00,80.00,114.00,8,2-7-0,0,9
95,75,12.00,103.00,90.00,149.00,8,2-7-0,0,9
96,3128,12.00,84.00,50.00,142.00,8,2-7-0,0,9
97,1018,12.00,79.00,70.00,130.00,8,2-7-0,0,9
98,247,11.00,158.00,70.00,140.00,4,3-5-1,0,9
99,3456,10.00,104.00,70.00,119.00,8,1-8-0,0,9
100,3585,10.00,85.00,30.00,94.00,8,1-8-0,0,9
